-BEGIN HEADER-
NASA/POWER Source Native Resolution Hourly Data
Dates (month/day/year): 01/01/2025 through 12/31/2025 in UTC
Location: Latitude  47.6101   Longitude -122.2015
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 110.01 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999
Parameter(s):
ALLSKY_SFC_SW_DWN      CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (W m-2)
ALLSKY_SFC_SW_DNI      CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (W m-2)
ALLSKY_SFC_SW_DIFF     CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (W m-2)
T2M                    MERRA-2 Temperature at 2 Meters (C)
RH2M                   MERRA-2 Relative Humidity at 2 Meters (%)
WS10M                  MERRA-2 Wind Speed at 10 Meters (m/s)
WD10M                  MERRA-2 Wind Direction at 10 Meters (Degrees)
T2MDEW                 MERRA-2 Dew/Frost Point at 2 Meters (C)
T2MWET                 MERRA-2 Wet Bulb Temperature at 2 Meters (C)
PS                     MERRA-2 Surface Pressure (kPa)
QV2M                   MERRA-2 Specific Humidity at 2 Meters (g/kg)
PRECTOTCORR            MERRA-2 Precipitation Corrected (mm/day)
-END HEADER-
YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,T2M,RH2M,WS10M,WD10M,T2MDEW,T2MWET,PS,QV2M,PRECTOTCORR
2025,4,4,16,376.5,520.85,172.26,8.2,73.03,0.38,65.4,3.62,5.91,101.54,4.88,0.0
2025,4,4,17,523.3,494.11,225.81,9.98,64.62,0.85,154.9,3.58,6.78,101.54,4.87,0.0
2025,4,4,18,633.33,588.42,262.24,11.68,58.06,1.47,170.6,3.7,7.69,101.53,4.9,0.0
2025,4,4,19,698.7,632.03,256.74,13.05,53.48,1.72,177.7,3.83,8.44,101.52,4.94,0.0
2025,4,4,20,714.25,680.49,236.5,13.89,50.32,1.7,180.0,3.78,8.84,101.51,4.91,0.0
2025,4,4,21,693.8,666.21,215.43,14.64,48.11,1.22,185.7,3.8,9.22,101.46,4.93,0.0
2025,4,4,22,562.75,504.97,274.99,15.21,46.72,0.52,195.6,3.93,9.57,101.4,4.97,0.0
2025,4,4,23,426.58,350.39,255.03,15.05,49.35,0.16,320.2,4.55,9.8,101.35,5.2,0.0
2025,4,5,0,286.85,233.52,201.38,15.21,61.55,0.47,16.1,7.29,11.25,101.31,6.56,0.0
2025,4,5,1,139.6,155.17,103.77,13.78,68.62,0.79,29.5,7.87,10.83,101.28,6.67,0.0
2025,4,5,2,19.08,21.83,21.33,11.89,68.71,1.44,16.9,6.32,9.11,101.25,5.9,0.0
2025,4,5,3,0.0,0.0,0.0,10.12,77.43,1.51,33.9,6.38,8.25,101.27,5.91,0.0
2025,4,5,4,0.0,0.0,0.0,9.07,80.32,1.22,71.4,5.88,7.48,101.3,5.71,0.0
2025,4,5,5,0.0,0.0,0.0,8.26,80.13,1.29,119.1,5.05,6.65,101.33,5.39,0.0
2025,4,5,6,0.0,0.0,0.0,6.63,86.77,1.27,149.8,4.61,5.62,101.34,5.22,0.0
2025,4,5,7,0.0,0.0,0.0,5.11,94.03,1.01,167.5,4.22,4.66,101.35,5.09,0.0
2025,4,5,8,0.0,0.0,0.0,4.24,96.03,1.05,169.5,3.64,3.94,101.37,4.89,0.01
2025,4,5,9,0.0,0.0,0.0,4.25,92.24,1.28,166.4,3.09,3.67,101.37,4.7,0.0
2025,4,5,10,0.0,0.0,0.0,4.33,88.38,1.32,159.1,2.58,3.46,101.32,4.53,0.0
2025,4,5,11,0.0,0.0,0.0,4.88,83.14,1.19,155.6,2.29,3.58,101.28,4.43,0.0
2025,4,5,12,0.0,0.0,0.0,5.1,81.09,1.21,159.2,2.15,3.62,101.23,4.39,0.01
2025,4,5,13,0.0,0.0,0.0,5.42,79.28,1.41,166.1,2.13,3.77,101.2,4.39,0.02
2025,4,5,14,66.45,112.61,52.42,6.91,78.34,1.53,166.8,3.41,5.16,101.18,4.81,0.02
2025,4,5,15,204.2,242.0,129.56,8.84,78.93,1.14,155.7,5.38,7.11,101.19,5.53,0.01
2025,4,5,16,338.88,367.72,193.94,9.68,69.91,1.12,123.0,4.46,7.07,101.23,5.18,0.0
2025,4,5,17,460.0,407.13,238.68,10.27,70.08,0.92,99.4,5.05,7.66,101.28,5.4,0.0
2025,4,5,18,647.78,638.52,237.07,10.88,67.07,0.77,79.6,5.01,7.95,101.34,5.38,0.0
2025,4,5,19,703.92,600.61,280.46,11.43,63.85,0.75,61.4,4.86,8.14,101.38,5.31,0.0
2025,4,5,20,731.42,699.07,207.85,12.28,60.04,0.69,42.1,4.77,8.53,101.4,5.28,0.0
2025,4,5,21,707.03,764.97,164.72,13.62,55.8,0.54,16.1,4.99,9.3,101.34,5.36,0.0
2025,4,5,22,592.7,709.47,144.01,14.87,52.45,0.39,325.5,5.24,10.05,101.22,5.47,0.0
2025,4,5,23,471.15,549.51,183.42,15.44,53.17,0.48,273.6,5.94,10.69,101.11,5.76,0.0
2025,4,6,0,301.33,372.43,165.63,16.24,55.88,0.73,231.1,7.31,11.77,101.0,6.38,0.0
2025,4,6,1,142.4,218.14,97.34,14.81,69.6,1.37,227.4,9.26,12.04,100.92,7.26,0.0
2025,4,6,2,17.52,20.12,20.91,13.44,66.53,1.93,228.6,7.36,10.4,100.86,6.35,0.0
2025,4,6,3,0.0,0.0,0.0,11.72,75.08,2.24,219.4,7.47,9.59,100.88,6.4,0.0
2025,4,6,4,0.0,0.0,0.0,10.03,86.15,1.96,208.4,7.84,8.94,100.94,6.56,0.0
2025,4,6,5,0.0,0.0,0.0,9.12,92.45,1.61,188.2,7.99,8.55,100.97,6.62,0.06
2025,4,6,6,0.0,0.0,0.0,8.45,96.6,1.43,158.6,7.96,8.21,100.97,6.61,0.62
2025,4,6,7,0.0,0.0,0.0,8.21,97.17,1.52,140.3,7.82,8.02,100.99,6.54,3.41
2025,4,6,8,0.0,0.0,0.0,8.02,97.84,1.69,131.6,7.71,7.87,101.0,6.5,8.22
2025,4,6,9,0.0,0.0,0.0,7.96,97.32,1.43,120.3,7.59,7.78,100.97,6.44,8.43
2025,4,6,10,0.0,0.0,0.0,7.74,97.51,1.52,110.8,7.39,7.57,100.92,6.36,7.53
2025,4,6,11,0.0,0.0,0.0,7.63,97.25,1.72,98.0,7.24,7.43,100.84,6.3,8.48
2025,4,6,12,0.0,0.0,0.0,7.65,96.91,1.56,90.0,7.21,7.43,100.79,6.29,6.55
2025,4,6,13,0.0,0.0,0.0,7.65,96.56,1.51,96.5,7.15,7.4,100.74,6.27,8.84
2025,4,6,14,32.65,1.97,28.46,8.02,96.95,1.4,100.3,7.59,7.81,100.69,6.46,14.7
2025,4,6,15,91.47,2.9,79.41,8.62,96.48,1.16,101.4,8.13,8.38,100.66,6.7,17.49
2025,4,6,16,148.1,1.48,126.03,9.21,95.29,1.11,94.6,8.51,8.86,100.61,6.89,18.46
2025,4,6,17,219.75,33.43,180.06,9.98,93.16,1.17,96.9,8.93,9.45,100.54,7.1,16.48
2025,4,6,18,191.93,0.0,161.38,10.38,91.42,0.79,106.8,9.02,9.7,100.49,7.16,10.96
2025,4,6,19,163.15,0.0,134.65,10.81,91.63,0.88,201.9,9.42,10.11,100.44,7.39,16.95
2025,4,6,20,294.83,0.0,241.05,10.87,91.35,1.52,223.7,9.47,10.17,100.4,7.4,23.13
2025,4,6,21,172.15,1.44,145.36,10.58,92.73,1.7,211.5,9.44,10.01,100.37,7.37,23.33
2025,4,6,22,209.0,0.0,177.96,10.5,94.66,1.64,188.8,9.67,10.08,100.29,7.49,20.81
2025,4,6,23,154.7,0.0,134.69,10.65,94.88,1.74,182.3,9.86,10.26,100.2,7.59,24.51
2025,4,7,0,104.0,0.0,91.06,10.72,95.1,1.54,180.0,9.97,10.34,100.12,7.65,24.26
2025,4,7,1,53.47,0.0,46.1,10.13,97.47,1.55,188.9,9.77,9.95,100.08,7.54,23.5
2025,4,7,2,11.45,0.0,11.65,9.4,98.71,1.45,202.7,9.21,9.31,100.07,7.27,18.26
2025,4,7,3,0.0,0.0,0.0,8.79,99.04,1.37,194.3,8.67,8.73,100.06,7.0,9.28
2025,4,7,4,0.0,0.0,0.0,8.08,99.33,1.38,197.8,7.99,8.04,100.04,6.69,7.24
2025,4,7,5,0.0,0.0,0.0,7.67,99.22,1.49,202.4,7.57,7.62,100.0,6.5,8.22
2025,4,7,6,0.0,0.0,0.0,7.5,98.79,1.59,199.1,7.35,7.42,99.96,6.4,7.32
2025,4,7,7,0.0,0.0,0.0,7.15,98.92,1.58,195.8,7.0,7.08,99.9,6.26,7.8
2025,4,7,8,0.0,0.0,0.0,6.87,98.88,1.51,192.2,6.72,6.79,99.86,6.14,8.41
2025,4,7,9,0.0,0.0,0.0,6.91,98.59,1.4,187.0,6.71,6.81,99.84,6.14,7.94
2025,4,7,10,0.0,0.0,0.0,6.86,98.43,1.92,191.4,6.66,6.76,99.82,6.11,7.97
2025,4,7,11,0.0,0.0,0.0,6.76,98.6,2.33,193.4,6.57,6.67,99.8,6.08,10.01
2025,4,7,12,0.0,0.0,0.0,6.65,98.69,2.31,186.4,6.48,6.57,99.79,6.04,27.71
2025,4,7,13,0.0,0.0,0.0,6.68,98.63,2.32,183.5,6.51,6.6,99.77,6.05,23.15
2025,4,7,14,36.7,6.85,31.83,7.73,98.11,2.18,181.6,7.46,7.6,99.75,6.47,14.99
2025,4,7,15,80.95,5.22,69.77,9.0,97.02,2.37,176.1,8.56,8.78,99.7,6.98,7.25
2025,4,7,16,141.75,47.96,112.88,10.06,93.13,2.43,175.7,9.0,9.53,99.65,7.2,4.16
2025,4,7,17,222.0,121.69,151.19,10.85,88.19,2.38,188.9,8.98,9.91,99.62,7.19,28.49
2025,4,7,18,325.75,46.61,248.24,10.91,87.0,3.11,208.0,8.84,9.88,99.63,7.12,33.77
2025,4,7,19,354.58,20.31,289.33,10.98,86.01,3.57,217.4,8.74,9.86,99.65,7.07,16.65
2025,4,7,20,245.52,13.2,198.64,10.95,85.6,3.69,220.7,8.64,9.8,99.68,7.02,11.08
2025,4,7,21,182.1,7.83,152.76,11.09,83.75,3.95,224.3,8.47,9.78,99.71,6.93,9.19
2025,4,7,22,194.8,0.0,165.89,10.39,85.52,3.9,227.8,8.1,9.24,99.76,6.75,12.38
2025,4,7,23,204.45,0.0,178.01,9.56,88.73,3.63,225.9,7.81,8.68,99.82,6.62,16.61
2025,4,8,0,130.7,2.07,113.65,8.95,92.21,3.01,218.4,7.78,8.37,99.85,6.6,17.46
2025,4,8,1,59.4,4.51,50.97,8.4,95.58,2.38,208.6,7.75,8.08,99.87,6.59,19.49
2025,4,8,2,13.12,4.14,13.3,7.83,97.58,2.09,204.4,7.48,7.65,99.89,6.47,13.15
2025,4,8,3,0.0,0.0,0.0,7.44,97.65,2.49,205.2,7.1,7.27,99.96,6.3,12.69
2025,4,8,4,0.0,0.0,0.0,6.92,97.42,2.93,202.9,6.57,6.74,100.02,6.06,10.71
2025,4,8,5,0.0,0.0,0.0,6.49,98.04,2.84,192.0,6.21,6.35,100.02,5.92,7.45
2025,4,8,6,0.0,0.0,0.0,6.32,98.03,2.91,186.1,6.05,6.18,100.03,5.85,7.43
2025,4,8,7,0.0,0.0,0.0,6.21,98.1,2.88,179.4,5.96,6.09,100.03,5.81,10.62
2025,4,8,8,0.0,0.0,0.0,5.98,98.29,2.9,172.5,5.77,5.88,100.01,5.73,17.33
2025,4,8,9,0.0,0.0,0.0,6.09,98.03,3.18,174.8,5.82,5.96,99.99,5.76,12.38
2025,4,8,10,0.0,0.0,0.0,6.67,97.28,3.77,183.3,6.28,6.48,99.99,5.95,6.65
2025,4,8,11,0.0,0.0,0.0,6.91,96.96,3.97,182.7,6.49,6.7,99.98,6.03,5.2
2025,4,8,12,0.0,0.0,0.0,6.97,96.86,3.86,180.6,6.51,6.74,99.96,6.05,4.65
2025,4,8,13,0.0,0.0,0.0,7.14,96.17,3.61,173.2,6.58,6.86,99.91,6.08,4.17
2025,4,8,14,31.45,28.62,25.55,7.33,95.03,3.64,165.0,6.6,6.96,99.86,6.09,12.56
2025,4,8,15,109.75,95.48,79.91,7.54,93.48,3.87,164.9,6.56,7.05,99.81,6.08,40.45
2025,4,8,16,178.02,115.85,123.12,8.46,90.21,4.36,170.4,6.96,7.71,99.77,6.25,60.42
2025,4,8,17,262.2,142.78,174.64,9.36,86.5,5.02,176.2,7.23,8.29,99.76,6.37,19.52
2025,4,8,18,322.8,117.7,220.5,9.61,84.41,5.63,178.5,7.12,8.36,99.78,6.32,15.13
2025,4,8,19,360.02,144.04,242.9,9.84,83.4,6.1,180.1,7.19,8.52,99.81,6.34,14.63
2025,4,8,20,368.9,232.45,206.05,10.46,83.43,6.26,185.3,7.8,9.13,99.85,6.61,11.82
2025,4,8,21,368.8,253.97,204.34,10.9,84.25,6.22,195.9,8.38,9.64,99.91,6.87,8.03
2025,4,8,22,445.65,326.21,232.47,11.33,80.88,6.04,209.7,8.2,9.77,100.0,6.78,7.89
2025,4,8,23,287.33,305.48,152.12,10.96,79.92,5.3,216.2,7.64,9.3,100.09,6.53,9.2
2025,4,9,0,193.35,340.59,87.4,10.35,83.16,4.26,213.0,7.64,8.99,100.15,6.52,8.98
2025,4,9,1,108.57,281.61,54.93,9.48,88.63,3.66,206.8,7.73,8.6,100.22,6.55,6.21
2025,4,9,2,20.02,109.57,16.79,8.19,94.01,3.3,205.1,7.29,7.74,100.32,6.36,3.44
2025,4,9,3,0.0,0.0,0.0,7.09,97.8,2.99,198.9,6.78,6.94,100.43,6.13,1.99
2025,4,9,4,0.0,0.0,0.0,6.49,99.02,2.67,184.5,6.37,6.43,100.52,5.95,1.65
2025,4,9,5,0.0,0.0,0.0,6.38,98.51,2.98,192.2,6.17,6.27,100.6,5.87,1.31
2025,4,9,6,0.0,0.0,0.0,6.16,98.55,2.82,197.3,5.97,6.06,100.65,5.78,1.28
2025,4,9,7,0.0,0.0,0.0,6.11,98.42,2.8,200.9,5.9,6.01,100.7,5.75,1.38
2025,4,9,8,0.0,0.0,0.0,6.08,98.35,2.66,203.7,5.86,5.97,100.77,5.73,1.49
2025,4,9,9,0.0,0.0,0.0,6.18,98.08,2.42,205.9,5.93,6.05,100.84,5.75,1.18
2025,4,9,10,0.0,0.0,0.0,6.33,98.14,1.97,200.6,6.08,6.21,100.89,5.81,0.99
2025,4,9,11,0.0,0.0,0.0,6.33,97.99,1.8,195.4,6.05,6.19,100.92,5.8,0.89
2025,4,9,12,0.0,0.0,0.0,6.16,97.66,1.75,196.6,5.83,5.99,100.96,5.71,0.1
2025,4,9,13,0.0,0.0,0.0,6.06,97.34,1.8,198.4,5.68,5.87,101.0,5.65,0.11
2025,4,9,14,86.28,266.0,46.28,6.96,95.39,1.69,197.3,6.28,6.62,101.03,5.89,0.09
2025,4,9,15,211.35,369.25,97.88,7.7,92.71,1.61,192.2,6.6,7.15,101.07,6.02,0.09
2025,4,9,16,341.77,457.5,160.61,8.47,88.61,1.04,182.2,6.71,7.59,101.13,6.06,0.09
2025,4,9,17,496.95,389.45,247.26,9.95,78.25,0.74,166.7,6.36,8.15,101.18,5.91,0.13
2025,4,9,18,583.92,385.84,302.31,11.21,69.77,0.51,163.0,5.92,8.57,101.2,5.73,0.64
2025,4,9,19,618.5,345.92,367.55,12.06,65.82,0.24,97.1,5.89,8.98,101.17,5.72,0.56
2025,4,9,20,572.75,293.55,330.72,12.36,64.06,0.44,7.8,5.78,9.07,101.12,5.68,0.18
2025,4,9,21,564.95,388.93,310.18,12.47,64.47,0.92,344.3,5.98,9.22,101.09,5.76,0.07
2025,4,9,22,452.02,66.57,371.56,12.34,66.24,1.25,335.5,6.26,9.3,101.06,5.87,0.03
2025,4,9,23,332.75,17.24,286.1,12.0,68.75,1.44,339.7,6.46,9.23,101.03,5.96,0.01
2025,4,10,0,214.62,18.46,184.68,11.36,72.44,1.63,340.2,6.61,8.98,101.03,6.02,0.01
2025,4,10,1,104.68,6.96,91.33,10.17,79.32,1.59,354.2,6.76,8.46,101.01,6.09,0.0
2025,4,10,2,18.1,0.0,18.07,8.37,91.73,1.11,1.0,7.13,7.75,101.0,6.24,0.0
2025,4,10,3,0.0,0.0,0.0,7.19,97.67,1.05,5.4,6.86,7.02,100.99,6.13,0.01
2025,4,10,4,0.0,0.0,0.0,6.9,97.83,1.07,8.6,6.59,6.75,100.97,6.02,0.03
2025,4,10,5,0.0,0.0,0.0,6.81,96.27,0.88,18.6,6.29,6.55,100.92,5.89,0.06
2025,4,10,6,0.0,0.0,0.0,6.51,96.4,0.54,17.1,5.98,6.24,100.87,5.78,0.13
2025,4,10,7,0.0,0.0,0.0,6.38,95.75,0.16,60.3,5.77,6.08,100.85,5.69,0.19
2025,4,10,8,0.0,0.0,0.0,6.17,96.09,0.47,168.9,5.63,5.9,100.82,5.63,0.2
2025,4,10,9,0.0,0.0,0.0,6.42,96.41,0.87,172.7,5.92,6.17,100.78,5.75,0.1
2025,4,10,10,0.0,0.0,0.0,6.43,96.93,1.09,181.1,6.01,6.22,100.69,5.79,0.04
2025,4,10,11,0.0,0.0,0.0,6.72,94.43,1.15,180.5,5.91,6.31,100.59,5.76,0.01
2025,4,10,12,0.0,0.0,0.0,7.2,91.74,1.08,178.4,5.97,6.58,100.48,5.79,0.01
2025,4,10,13,2.5,0.0,2.86,7.99,88.61,1.03,157.2,6.24,7.11,100.36,5.91,0.01
2025,4,10,14,54.0,14.99,46.62,8.73,87.18,1.16,166.1,6.75,7.74,100.27,6.12,0.01
2025,4,10,15,151.93,21.58,130.91,9.5,89.06,1.24,167.0,7.79,8.64,100.24,6.59,0.01
2025,4,10,16,257.3,31.32,213.08,10.06,86.15,1.3,177.4,7.88,8.97,100.22,6.62,0.02
2025,4,10,17,356.7,55.29,273.02,11.72,77.74,2.46,177.2,8.0,9.86,100.25,6.67,0.01
2025,4,10,18,400.4,68.79,309.02,13.36,73.25,3.47,185.5,8.69,11.02,100.25,7.0,0.06
2025,4,10,19,416.3,119.53,294.73,14.58,71.96,4.27,183.8,9.61,12.1,100.2,7.45,1.91
2025,4,10,20,166.0,11.5,134.94,15.04,73.72,4.76,188.9,10.41,12.72,100.13,7.87,9.74
2025,4,10,21,79.35,53.98,49.25,14.2,82.4,4.76,207.3,11.28,12.74,100.18,8.33,26.88
2025,4,10,22,189.95,86.42,128.68,13.39,87.18,5.18,218.3,11.33,12.36,100.31,8.35,44.6
2025,4,10,23,238.07,229.88,135.51,13.46,81.08,5.57,215.8,10.29,11.88,100.42,7.79,27.63
2025,4,11,0,172.07,182.02,104.71,12.84,80.2,4.69,211.8,9.54,11.19,100.53,7.39,6.38
2025,4,11,1,101.93,204.78,58.67,11.76,86.32,3.69,206.9,9.58,10.67,100.64,7.4,2.91
2025,4,11,2,22.45,67.78,19.38,10.08,94.44,2.94,203.0,9.24,9.66,100.77,7.23,3.11
2025,4,11,3,0.0,0.0,0.0,8.79,98.72,2.74,200.5,8.63,8.71,100.88,6.92,2.61
2025,4,11,4,0.0,0.0,0.0,8.13,99.17,2.49,199.2,8.03,8.08,100.97,6.64,2.15
2025,4,11,5,0.0,0.0,0.0,7.67,98.72,2.34,203.7,7.51,7.59,101.05,6.4,2.84
2025,4,11,6,0.0,0.0,0.0,7.36,97.92,2.46,216.7,7.06,7.21,101.12,6.21,3.6
2025,4,11,7,0.0,0.0,0.0,6.87,97.91,2.24,218.1,6.58,6.73,101.18,6.0,3.71
2025,4,11,8,0.0,0.0,0.0,6.34,97.55,2.18,220.9,6.01,6.18,101.23,5.76,3.99
2025,4,11,9,0.0,0.0,0.0,6.11,97.27,1.83,219.2,5.73,5.92,101.27,5.65,3.25
2025,4,11,10,0.0,0.0,0.0,6.07,96.53,1.67,220.6,5.57,5.82,101.3,5.59,2.66
2025,4,11,11,0.0,0.0,0.0,5.61,96.81,1.4,222.7,5.16,5.38,101.3,5.43,2.08
2025,4,11,12,0.0,0.0,0.0,5.1,96.62,1.56,221.4,4.6,4.85,101.29,5.23,1.18
2025,4,11,13,4.6,31.1,6.25,4.7,95.19,1.85,218.9,3.96,4.33,101.29,5.01,0.86
2025,4,11,14,83.22,259.38,44.38,5.78,94.79,1.61,217.2,5.02,5.4,101.29,5.38,0.87
2025,4,11,15,198.75,429.2,80.85,6.85,90.49,1.6,222.0,5.41,6.13,101.29,5.53,0.85
2025,4,11,16,311.67,513.03,108.7,8.08,79.89,1.38,234.1,4.81,6.45,101.29,5.31,0.94
2025,4,11,17,433.67,451.32,186.56,9.72,65.85,1.21,237.5,3.68,6.7,101.27,4.89,0.87
2025,4,11,18,501.65,280.24,300.94,11.03,58.46,0.93,242.3,3.22,7.12,101.22,4.74,0.82
2025,4,11,19,538.65,201.09,347.38,12.12,54.82,0.59,250.0,3.34,7.73,101.16,4.78,0.76
2025,4,11,20,549.72,274.7,309.32,12.84,53.23,0.37,284.0,3.57,8.21,101.09,4.87,0.7
2025,4,11,21,545.92,154.31,355.89,13.24,52.67,0.53,322.7,3.8,8.52,101.02,4.95,0.73
2025,4,11,22,388.38,499.95,162.97,13.0,54.22,0.66,338.5,3.99,8.49,100.96,5.02,0.82
2025,4,11,23,325.3,186.66,223.16,12.3,58.55,0.77,358.5,4.43,8.36,100.91,5.18,1.19
2025,4,12,0,204.02,254.89,120.9,11.29,65.47,0.67,13.8,5.07,8.18,100.9,5.42,1.46
2025,4,12,1,103.22,128.08,70.94,10.0,77.26,0.37,51.6,6.18,8.09,100.91,5.87,2.29
2025,4,12,2,20.27,26.32,21.23,8.54,89.17,0.31,112.5,6.86,7.7,100.93,6.14,3.59
2025,4,12,3,0.0,0.0,0.0,7.62,92.51,0.38,160.1,6.49,7.05,100.98,5.98,4.31
2025,4,12,4,0.0,0.0,0.0,7.06,94.38,0.38,190.7,6.22,6.64,101.0,5.87,4.89
2025,4,12,5,0.0,0.0,0.0,6.51,95.52,0.4,243.4,5.87,6.19,100.99,5.72,5.27
2025,4,12,6,0.0,0.0,0.0,6.06,96.81,0.49,263.0,5.61,5.83,100.99,5.62,5.79
2025,4,12,7,0.0,0.0,0.0,5.67,97.36,0.56,281.3,5.29,5.48,101.0,5.5,6.55
2025,4,12,8,0.0,0.0,0.0,5.27,97.76,0.42,301.4,4.96,5.12,101.01,5.37,7.17
2025,4,12,9,0.0,0.0,0.0,5.01,97.71,0.31,290.8,4.69,4.85,101.02,5.27,6.3
2025,4,12,10,0.0,0.0,0.0,4.79,96.42,0.52,274.4,4.28,4.54,101.04,5.12,4.38
2025,4,12,11,0.0,0.0,0.0,4.41,95.01,0.75,258.4,3.69,4.05,101.08,4.91,2.58
2025,4,12,12,0.0,0.0,0.0,3.99,94.32,1.02,252.8,3.19,3.59,101.13,4.73,1.97
2025,4,12,13,4.78,14.72,7.01,3.73,94.29,1.24,240.9,2.93,3.33,101.18,4.64,1.16
2025,4,12,14,86.18,213.39,53.35,4.7,96.09,1.27,228.2,4.13,4.42,101.24,5.06,0.98
2025,4,12,15,225.75,339.48,115.53,6.65,89.42,1.19,265.7,4.99,5.82,101.28,5.39,1.29
2025,4,12,16,380.23,468.39,177.45,7.56,77.51,1.36,276.3,3.86,5.71,101.31,4.97,1.09
2025,4,12,17,519.58,514.94,217.97,9.02,66.11,1.43,272.8,3.0,6.01,101.32,4.68,1.31
2025,4,12,18,613.4,474.73,273.46,10.29,58.76,1.53,273.7,2.56,6.42,101.32,4.53,1.32
2025,4,12,19,651.08,346.23,358.57,11.22,56.2,1.54,276.0,2.82,7.02,101.31,4.61,1.57
2025,4,12,20,563.35,619.39,162.72,12.01,54.36,1.34,277.7,3.1,7.55,101.28,4.7,1.72
2025,4,12,21,528.12,631.5,180.7,12.5,52.74,1.17,286.4,3.11,7.8,101.27,4.71,1.46
2025,4,12,22,497.77,490.37,216.32,12.46,53.45,1.11,299.1,3.26,7.86,101.28,4.76,1.19
2025,4,12,23,452.2,493.56,175.9,12.2,55.4,0.95,320.1,3.53,7.87,101.3,4.85,0.66
2025,4,13,0,292.42,490.63,108.45,11.57,58.95,0.7,0.8,3.85,7.71,101.31,4.95,0.27
2025,4,13,1,155.62,410.15,76.69,10.35,68.97,0.75,62.1,4.92,7.63,101.34,5.34,0.14
2025,4,13,2,31.33,96.7,25.61,7.91,86.39,1.14,90.0,5.8,6.85,101.42,5.67,0.08
2025,4,13,3,0.0,0.0,0.0,5.75,92.89,1.64,99.8,4.7,5.23,101.5,5.25,0.06
2025,4,13,4,0.0,0.0,0.0,4.53,98.69,1.76,112.8,4.36,4.45,101.55,5.12,0.08
2025,4,13,5,0.0,0.0,0.0,3.87,100.0,1.63,120.7,4.1,3.98,101.58,5.03,0.09
2025,4,13,6,0.0,0.0,0.0,4.0,98.69,1.43,126.5,3.81,3.9,101.6,4.93,0.21
2025,4,13,7,0.0,0.0,0.0,3.81,96.19,1.22,133.3,3.25,3.53,101.62,4.74,0.25
2025,4,13,8,0.0,0.0,0.0,3.31,96.1,0.99,138.3,2.76,3.04,101.64,4.57,0.22
2025,4,13,9,0.0,0.0,0.0,3.03,95.7,0.9,144.5,2.42,2.73,101.67,4.46,0.15
2025,4,13,10,0.0,0.0,0.0,2.73,96.47,0.82,153.1,2.23,2.48,101.69,4.4,0.08
2025,4,13,11,0.0,0.0,0.0,2.63,96.05,0.89,168.9,2.03,2.33,101.69,4.35,0.05
2025,4,13,12,0.0,0.0,0.0,2.96,92.94,0.66,202.3,1.88,2.42,101.65,4.31,0.0
2025,4,13,13,7.07,37.64,7.79,3.28,88.95,0.66,300.8,1.59,2.44,101.64,4.22,0.0
2025,4,13,14,123.22,471.25,38.45,4.69,88.72,0.99,347.2,2.96,3.83,101.62,4.65,0.0
2025,4,13,15,305.12,740.4,59.24,6.44,78.91,1.44,8.0,3.01,4.73,101.63,4.67,0.0
2025,4,13,16,485.3,859.73,68.01,8.14,68.89,1.49,24.5,2.74,5.44,101.63,4.58,0.0
2025,4,13,17,640.42,926.55,71.51,10.1,57.33,1.38,33.8,2.05,6.07,101.64,4.35,0.0
2025,4,13,18,755.9,960.51,73.12,11.86,49.83,1.3,32.5,1.71,6.79,101.63,4.25,0.0
2025,4,13,19,804.47,1012.33,155.84,13.1,46.24,1.29,25.8,1.83,7.46,101.6,4.28,0.0
2025,4,13,20,791.97,785.6,185.58,13.62,43.95,1.41,16.0,1.6,7.61,101.56,4.21,0.0
2025,4,13,21,747.5,871.8,153.21,13.76,44.05,1.59,4.3,1.78,7.77,101.52,4.26,0.0
2025,4,13,22,648.3,681.14,208.2,13.59,46.19,1.82,354.9,2.27,7.93,101.48,4.42,0.0
2025,4,13,23,522.85,678.1,174.82,13.05,50.42,1.91,354.0,3.0,8.02,101.44,4.66,0.0
2025,4,14,0,350.6,495.91,161.62,12.12,60.33,1.64,355.8,4.67,8.39,101.4,5.25,0.0
2025,4,14,1,187.6,383.59,98.06,10.92,75.21,1.19,353.2,6.69,8.8,101.35,6.05,0.0
2025,4,14,2,38.53,114.28,33.56,8.84,89.29,1.31,351.7,7.18,8.01,101.33,6.25,0.0
2025,4,14,3,0.0,0.0,0.0,6.69,92.54,1.8,3.8,5.59,6.14,101.35,5.59,0.0
2025,4,14,4,0.0,0.0,0.0,5.3,98.83,1.75,21.1,5.16,5.23,101.39,5.42,0.0
2025,4,14,5,0.0,0.0,0.0,4.39,100.0,1.65,30.1,4.81,4.6,101.41,5.29,0.0
2025,4,14,6,0.0,0.0,0.0,4.16,100.0,1.27,36.1,4.55,4.35,101.42,5.19,0.0
2025,4,14,7,0.0,0.0,0.0,4.2,99.67,1.06,28.3,4.15,4.18,101.4,5.06,0.02
